Time,Ca++,H+,HCO3-,CO3--,CO2(aq),
8860,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
8880,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
8900,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
8920,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
8940,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
8960,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
8980,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9000,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9020,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9040,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9060,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9080,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9100,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9120,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9140,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9160,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9180,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9200,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9220,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9240,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9260,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9280,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9300,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9320,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9340,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9360,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9380,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9400,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9420,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9440,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9460,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9480,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9500,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9520,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9540,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9560,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9580,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9600,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9620,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9640,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9660,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9680,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9700,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9720,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9740,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9760,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9780,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9800,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9820,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9840,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9860,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9880,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9900,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9920,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9940,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9960,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
9980,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,
10000,0.00703235,0.200001,1.42538e-06,0.107031,5.00607e-10,

